"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-04","S94-04 - Road Contribution Sector 13","DA06/1054","Approved","staged development application under Section 83(B) of the EP&A Act 1979 for a concept plan approval for a village and ancillary development and stage 1 works involving construction of access road to the village from Kyogle Road, construction of car parkin","staged development application under Section 83(B) of the EP","KUNGHUR","DevUnit",,,2009,"1036","Roads","0","0","44928"
"S94-04","S94-04 - Road Contribution Sector 13","DA06/1316","Approved","farm shed and tourist cabin","farm shed and tourist cabin","CHILLINGHAM","DevUnit",,,2007,"2748","Roads","0","2886","2886"
"S94-04","S94-04 - Road Contribution Sector 13","DA07/0158","Approved","two lot subdivision","two lot subdivision","BRAYS CREEK","DevUnit",,,2007,"1016","Roads","0","10824","10824"
"S94-04","S94-04 - Road Contribution Sector 13","DA07/0289","Approved","3 lot subdivision","3 lot subdivision","LIMPINWOOD","DevUnit",,,2007,"1038","Roads","0","30758","30758"
"S94-04","S94-04 - Road Contribution Sector 13","DA07/1104","Approved","self contained tourist accommodation and boundary adjustment","self contained tourist accommodation and boundary adjustment","CHILLINGHAM","DevUnit",,,2008,"4132","Roads","0","7665","7665"
"S94-04","S94-04 - Road Contribution Sector 13","DA08/0268","Approved","boundary adjustment","boundary adjustment","NUMINBAH","DevUnit",,,2008,"7030","Roads","0","15379","15379"
"S94-04","S94-04 - Road Contribution Sector 13","DA08/0270","Approved","additions to dwelling for a decorative arts gallery and tea house","additions to dwelling for a decorative arts gallery and tea ","TYALGUM","DevUnit",,,2008,"4020","Roads","0","774","774"
"S94-04","S94-04 - Road Contribution Sector 13","DA08/1232","Approved","tourist accommodation incorporating three detached cabins","tourist accommodation incorporating three detached cabins","KUNGHUR","DevUnit",,,2009,"6250","Roads","22995","22995","-2259"
"S94-04","S94-04 - Road Contribution Sector 13","DA09/0246","Approved","addition of an attached dwelling to create a dual occupancy","addition of an attached dwelling to create a dual occupancy","PUMPENBIL","DevUnit",,,2009,"7800","Roads","0","14976","14976"
"S94-04","S94-04 - Road Contribution Sector 13","DA09/0494","Approved","two (2) lot subdivision","two (2) lot subdivision","BACK CREEK","DevUnit",,,2010,"1057","Roads","0","14610.05","14610.05"
"S94-04","S94-04 - Road Contribution Sector 13","DA10/0530","Approved","two (2) lot subdivision","two (2) lot subdivision","MOUNT BURRELL","DevUnit",,,2010,"8900","Roads","0","12195.28","12195.28"
"S94-04","S94-04 - Road Contribution Sector 13","DA11/0402","Approved","two (2) lot rural subdivision","two (2) lot rural subdivision","PUMPENBIL","DevUnit",,,2011,"2504","Roads","0","12277.98","12277.98"
"S94-04","S94-04 - Road Contribution Sector 13","DA11/0605","Approved","two (2) lot subdivision","two (2) lot subdivision","BRAYS CREEK","DevUnit",,,2012,"1066","Roads","0","12416.4","12517.96"
"S94-04","S94-04 - Road Contribution Sector 13","DA12/0068","Approved","three (3) lot subdivision (2 residential and 1 agricultural lot)","three (3) lot subdivision (2 residential and 1 agricultural ","LIMPINWOOD","DevUnit",,,2012,"9375","Roads","0","16608","16608"
"S94-04","S94-04 - Road Contribution Sector 13","DA12/0094","Approved","additions to existing refreshment room","additions to existing refreshment room","TYALGUM","DevUnit",,,2012,"4026","Roads","5074.5","6766","1691.5"
"S94-04","S94-04 - Road Contribution Sector 13","DA12/0447","Approved","boundary alteration","boundary alteration","BYRRILL CREEK","DevUnit",,,2013,"1044","Roads","0","12423.68","12435.78"
"S94-04","S94-04 - Road Contribution Sector 13","DA14/0005","Approved","wedding functions ancillary to existing tourist accommodation","wedding functions ancillary to existing tourist accommodatio","LIMPINWOOD","DevUnit",,,2014,"2062","Roads","0","1294","1294"
"S94-04","S94-04 - Road Contribution Sector 13","DA14/0189","Approved","change of use and use of three unlawful structures as a rural tourist facility","change of use and use of three unlawful structures as a rura","LIMPINWOOD","DevUnit",,,2015,"1084","Roads","0","27189","27189"
"S94-04","S94-04 - Road Contribution Sector 13","DA14/0654","Approved","eco-tourist facility","eco-tourist facility","MOUNT BURRELL","DevUnit",,,2015,"2298","Roads","0","3215","3215"
"S94-04","S94-04 - Road Contribution Sector 13","DA16/0100","Approved","2 lot subdivision","2 lot subdivision","KUNGHUR","DevUnit",,,2016,"8720","Roads","0","12423.68","12423.68"
"S94-04","S94-04 - Road Contribution Sector 13","DA16/0579","Approved","alterations and additions to water bottling facility in two (2) stages","alterations and additions to water bottling facility in two ","KUNGHUR","DevUnit",,,2016,"4148","Roads","0","17738.4","17738.4"
"S94-04","S94-04 - Road Contribution Sector 13","DA16/0695","Approved","2 lot subdivision","2 lot subdivision","MOUNT BURRELL","DevUnit",,,2017,"1056","Roads","0","9439.43","9434.43"
"S94-04","S94-04 - Road Contribution Sector 13","DA19/0066","Approved","development of a restaurant, two retail shops, two office spaces and a residence within an existing building, car park and vegetation removal","development of a restaurant, two retail shops, two office sp","TYALGUM","DevUnit",,,2019,"4027","Roads","68625","88065.4","19440.4"
"S94-04","S94-04 - Road Contribution Sector 13","DA19/0551","Approved","change of use of existing decommissioned  buildings to farm stay accommodation and rural workers dwelling","change of use of existing decommissioned  buildings to farm ","PUMPENBIL","DevUnit",,,2020,"1603","Roads","0","27129","27129"
"S94-04","S94-04 - Road Contribution Sector 13","K00/0450","Approved","2 lot subdivision","2 lot subdivision","PUMPENBIL","DevUnit",,,2000,"1131","Roads","0","10824","10824"
"S94-04","S94-04 - Road Contribution Sector 13","K99/0986","Approved","application for 2 lot rural subdivision","application for 2 lot rural subdivision","EUNGELLA","DevUnit",,,1999,"1777","Roads","0","10824","10824"
"S94-04","S94-04 - Road Contribution Sector 13","S94/0070","Approved","rural subdivision 70 allotments","rural subdivision 70 allotments","KUNGHUR","DevUnit",,,1996,"8058","Roads","0","0","270600"
"S94-04","S94-04 - Road Contribution Sector 13","S95/0040","Approved","8 lot rural subdivision","8 lot rural subdivision","PUMPENBIL","DevUnit",,,1995,"4484","Roads","0","22774.14","13561.14"
"S94-04","S94-04 - Road Contribution Sector 13","S96/0008","Approved","15 lot subdivision","15 lot subdivision","PUMPENBIL","DevUnit",,,1996,"4484","Roads","0","73439.1","10824"
"S94-04","S94-04 - Road Contribution Sector 13","S96/0019","Approved","4 lot rural subdivision","4 lot rural subdivision","TYALGUM","DevUnit",,,1996,"3344","Roads","0","31987","27950"
"S94-04","S94-04 - Road Contribution Sector 13","S96/0126","Approved","10 lot rural subdivision","10 lot rural subdivision","TYALGUM CREEK","DevUnit",,,1997,"4577","Roads","0","6000","6000"
"S94-04","S94-04 - Road Contribution Sector 13","S97/0078","Approved","four (4) lot rural subdivision","four (4) lot rural subdivision","HOPKINS CREEK","DevUnit",,,1997,"7415","Roads","0","21648","21648"
"S94-05","S94-05 - Casual Open Space (Local)","0210/2001DA","Approved","two (2) lot residential subdivision","two (2) lot residential subdivision","BANORA POINT","DevUnit",,,2001,"1332","Open Space","0","167","167"
"S94-05","S94-05 - Casual Open Space (Local)","0477/2001DA","Approved","the erection of a multi-dwelling housing development comprising 3x3 bedroom dwellings","the erection of a multi-dwelling housing development compris","TWEED HEADS","DevUnit",,,2001,"7191","Open Space","0","160","160"
"S94-05","S94-05 - Casual Open Space (Local)","0696/2000DA","Approved","managers residence, maintenance shed, swimming pool and change existing managers residence to community building","managers residence, maintenance shed, swimming pool and chan","TWEED HEADS WEST","DevUnit",,,2000,"3886","Open Space","0","109","109"
"S94-05","S94-05 - Casual Open Space (Local)","0754/2000DA","Approved","tourist accommodation consisting of two self contained cabins","tourist accommodation consisting of two self contained cabin","CHOWAN CREEK","DevUnit",,,2000,"3139","Open Space","338","676","338"
"S94-05","S94-05 - Casual Open Space (Local)","0960/2000DA","Approved","the erection of a seven storey residential flat building comprising 33 x 2 bedroom units","the erection of a seven storey residential flat building com","TWEED HEADS","DevUnit",,,2000,"3977","Open Space","0","2505","2505"
"S94-05","S94-05 - Casual Open Space (Local)","1002/2001DA","Approved","a two (2) lot residential subdivision","a two (2) lot residential subdivision","FINGAL HEAD","DevUnit",,,2001,"1433","Open Space","0","333","333"
"S94-05","S94-05 - Casual Open Space (Local)","1012/2001DA","Approved","a two (2) lot residential subdivision","a two (2) lot residential subdivision","BILAMBIL HEIGHTS","DevUnit",,,2002,"2485","Open Space","0","549","167"
"S94-05","S94-05 - Casual Open Space (Local)","1063/2000DA","Approved","a two lot residential subdivision and erection of a dwelling house","a two lot residential subdivision and erection of a dwelling","TWEED HEADS","DevUnit",,,2001,"1976","Open Space","0","167","167"
"S94-05","S94-05 - Casual Open Space (Local)","1063/2001DA","Approved","a two (2) lot residential subdivision","a two (2) lot residential subdivision","CHINDERAH","DevUnit",,,2001,"3106","Open Space","0","333","333"
"S94-05","S94-05 - Casual Open Space (Local)","1114/2001DA","Approved","the erection of a multi-dwelling housing development comprising 22 x 3 bedroom dwellings","the erection of a multi-dwelling housing development compris","POTTSVILLE","DevUnit",,,2001,"3486","Open Space","0","2827","545"
"S94-05","S94-05 - Casual Open Space (Local)","1150/2000DA","Approved","the erection of a cluster housing development comprising 3 detached dwellings","the erection of a cluster housing development comprising 3 d","TWEED HEADS","DevUnit",,,2001,"47","Open Space","0","160","160"
"S94-05","S94-05 - Casual Open Space (Local)","1152/2001DA","Approved","a residential subdivision (71 allotments)","a residential subdivision (71 allotments)","POTTSVILLE","DevUnit",,,2002,"5141","Open Space","0","6415","570"
"S94-05","S94-05 - Casual Open Space (Local)","1165/2001DA","Approved","the erection of an attached dual occupancy","the erection of an attached dual occupancy","TWEED HEADS WEST","DevUnit",,,2002,"4324","Open Space","0","84","84"
"S94-05","S94-05 - Casual Open Space (Local)","1197/2000DA","Approved","the erection of a detached dual occupancy","the erection of a detached dual occupancy","MURWILLUMBAH","DevUnit",,,2001,"412","Open Space","0","51","51"
"S94-05","S94-05 - Casual Open Space (Local)","1290/2001DA","Approved","a fifteen (15) lot residential subdivision in three (3) stages","a fifteen (15) lot residential subdivision in three (3) stag","TWEED HEADS WEST","DevUnit",,,2002,"3958","Open Space","0","1782","648"
"S94-05","S94-05 - Casual Open Space (Local)","1338/2001DA","Approved","erection of a rural workers dwelling","erection of a rural workers dwelling","BILAMBIL HEIGHTS","DevUnit",,,2002,"1260","Open Space","0","167","167"
"S94-05","S94-05 - Casual Open Space (Local)","1341/2000DA","Approved","multi-dwelling housing development comprising 12x3 bedroom dwellings","multi-dwelling housing development comprising 12x3 bedroom d","KINGSCLIFF","DevUnit",,,2001,"1574","Open Space","0","1141","1141"
"S94-05","S94-05 - Casual Open Space (Local)","D87/0119","Approved","erection of 7 homesites as a multiple occupancy","erection of 7 homesites as a multiple occupancy","MOUNT BURRELL","DevUnit",,31839,1987,"2027","Open Space","0","483","480"
"S94-05","S94-05 - Casual Open Space (Local)","D94/0171","Approved","erection of a residential flat building comprising 102 dwelling","erection of a residential flat building comprising 102 dwell","TWEED HEADS WEST","DevUnit",,,1994,"6756","Open Space","0","9701","2289"
"S94-05","S94-05 - Casual Open Space (Local)","D95/0224","Approved","hotel resort development","hotel resort development","TWEED HEADS","DevUnit",,,1995,"4936","Open Space","0","128","128"
"S94-05","S94-05 - Casual Open Space (Local)","D97/0481","Approved","staged residential development comprising 4 x 3 bedroom units","staged residential development comprising 4 x 3 bedroom unit","TWEED HEADS WEST","DevUnit",,,1998,"7983","Open Space","0","337","337"
"S94-05","S94-05 - Casual Open Space (Local)","D98/0192","Approved","cluster housing development comprising 4 x 3 bedroom units","cluster housing development comprising 4 x 3 bedroom units","FINGAL HEAD","DevUnit",,,1998,"1435","Open Space","0","1052","1052"
"S94-05","S94-05 - Casual Open Space (Local)","D98/0211","Approved","mixed commercial/retail development - former Markwell Pacific site","mixed commercial/retail development - former Markwell Pacifi","TWEED HEADS","DevUnit",,,1998,"4166","Open Space","0","218","218"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0560","Approved","multi-dwelling housing comprising 6 dwellings in 3 floors with parking under","multi-dwelling housing comprising 6 dwellings in 3 floors wi","KINGSCLIFF","DevUnit",,,2002,"1032","Open Space","0","487","487"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0628","Approved","attached dual occupancy & swimming pool","attached dual occupancy & swimming pool","TWEED HEADS","DevUnit",,,2002,"1316","Open Space","0","51","51"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0686","Approved","multi dwelling housing for tourist accommodation","multi dwelling housing for tourist accommodation","KINGSCLIFF","DevUnit",,,2002,"8416","Open Space","0","3474","3474"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0693","Approved","erection of a detached dual occupancy","erection of a detached dual occupancy","TWEED HEADS","DevUnit",,,2002,"9284","Open Space","0","51","51"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0732","Approved","multi-dwelling housing development comprising 6 x 3 bedroom  units","multi-dwelling housing development comprising 6 x 3 bedroom ","KINGSCLIFF","DevUnit",,,2002,"1035","Open Space","0","487","487"
"S94-05","S94-05 - Casual Open Space (Local)","DA02/0868","Approved","6 x 3 bedroom units & pool","6 x 3 bedroom units & pool","KINGSCLIFF","DevUnit",,,2002,"1334","Open Space","0","487","487"
