Year,Contribution Plan Number,Contribution Plan Description,Expenditure Description,Contribution Ledger Number,Expenditure Ledger Number,Income Ledger Number,Period,Jrnl,Period Amt,Notes
2011-12,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,,A2454.0973.91400,1/1/2012-30/6/2012,2194,45428,
2011-12,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/7/2011-31/12/2011,652,405.25,
2011-12,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/1/2012-30/6/2012,2194,1979.01,
2011-12,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,,A2065.0793,1/1/2012-30/6/2012,2194,8749.17,
2011-12,16,Emergency Facilities,Pottsville outpost,16.12.00.91400,,A2065.0793,1/7/2011-31/12/2011,652,4430.58,
2011-12,16,Emergency Facilities,Pottsville outpost,16.12.00.91400,,A2065.0793,1/1/2012-30/6/2012,2194,420.3,
2011-12,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2012-30/6/2012,2194,405218,
2011-12,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2012-30/6/2012,2194,27853.88,
2011-12,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/7/2011-31/12/2011,652,325276.77,
2011-12,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/2012-30/6/2012,2194,496269.06,
2011-12,22,SHIREWIDE CYCLEWAYS,Coastline cycleway 50%,22.07.00.91400,,A4844.0794,1/7/2011-31/12/2011,652,3083.57,
2011-12,22,SHIREWIDE CYCLEWAYS,Keith Compton Cycleway Recoup 50%,22.07.00.91400,,A4844.0793,1/7/2011-31/12/2011,652,1069.4,A4848 s94 50%
2011-12,22,SHIREWIDE CYCLEWAYS,Keith Compton Cycleway Recoup 50%,22.07.00.91400,,A4844.0793,1/1/2012-30/6/2012,2194,2898.37,A4848 s94 50%
2011-12,22,SHIREWIDE CYCLEWAYS,Kennedy Drive,22.07.00.91400,,A4844.0793,1/7/2011-31/12/2011,652,8375.78,
2011-12,22,SHIREWIDE CYCLEWAYS,Kennedy Drive,22.07.00.91400,,A4844.0793,1/1/2012-30/6/2012,2194,7324.22,
2011-12,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2012-30/6/2012,2194,46827,
2011-12,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2012-30/6/2012,2194,19518.65,
2011-12,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,364316,
2011-12,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,228.31,
2011-12,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,1012.26,
2011-12,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,521.22,
2011-12,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,,464287.78,
2011-12,26,Shirewide Open Space,Murwillumbah Hockey Pitch,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,21395.36,
2011-12,26,Shirewide Open Space,Murwillumbah Hockey Pitch,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,982920.64,
2011-12,26,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,283.14,
2011-12,26,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,63.42,
2011-12,26,Shirewide Open Space,Arkinstall Park - netball,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,32716.67,
2011-12,26,Shirewide Open Space,Arkinstall Park - netball,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,6657.95,
2011-12,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,4595.3,
2011-12,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,2843.92,
2011-12,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,553.81,
2011-12,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,477.92,
2011-12,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,162.7,
2011-12,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,,A5307.0001,1/7/2011-31/12/2011,652,8876.07,
2011-12,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,,A5307.0001,1/1/2012-30/6/2012,2194,32209.74,
2011-12,27,Tweed Heads Masterplan,Tweed Heads Masterplan Jack Evans Boat Harbour,27.16.00.91400,,A3225.0793,1/7/2011-31/12/2011,652,31624.11,
2011-12,27,Tweed Heads Masterplan,Tweed Heads Masterplan Jack Evans Boat Harbour,27.16.00.91400,,A3225.0793,1/1/2012-30/6/2012,2194,-31624.11,
2011-12,28,Seaside City,Rvsl,28.16.00.91400,,A3225.0793.91400,1/1/2012-30/6/2012,2021,-574,
2011-12,None,Public Reserves Open Space,Public Reserves CP,92.15.00.91400,,A5657.0793,1/7/2011-31/12/2011,652,2500.88,
2011-12,None,Public Reserves Open Space,Public Reserves CP,92.15.00.91400,,A5657.0793,1/1/2012-30/6/2012,2194,-2500.88,
2012-13,1,DCP3 PASSIVE OPEN SPACE,Black Rocks & Les Burger Sportsfields,01.16.00.91400,,A3031.0793,1/7/2012-31/12/2012,855,111074.34,
2012-13,1,DCP3 PASSIVE OPEN SPACE,Black Rocks & Les Burger Sportsfields,01.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,18679.75,
2012-13,1,DCP3 PASSIVE OPEN SPACE,St Josephs amentities,01.16.00.91400,,A3031.0793,1/7/2012-31/12/2012,855,124000,
2012-13,1,DCP3 PASSIVE OPEN SPACE,St Josephs amentities,01.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,14024,
2012-13,1,DCP3 PASSIVE OPEN SPACE,Open space/recreation strategy,01.15.00.91400,,A3031.0793,1/7/2012-31/12/2012,846,60265.1,
2012-13,1,DCP3 ACTIVE OPEN SPACE,South Tweed Sportsfields,01.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,12888.78,
2012-13,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,03.06.00.91400,,A2456.0793,1/1/2013-30/6/2013,,36000,
2012-13,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,961.8,
2012-13,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,312,
2012-13,4,TRCP,Leda Developments Challenge TRCPv6,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,108,
2012-13,4,TRCP,Kennedy Drive widening,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,90.96,
2012-13,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2012-31/12/2012,855,4558812,A5236 $2.85M RMS Grant received after first recoupment
2012-13,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,-1942389,A5236 $2.85M RMS Grant received after first recoupment
2012-13,4,TRCP,Investigation work Piggabeen Rd deviation to Cobaki Parkway,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,9975,
2012-13,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/1/2013-30/6/2013,,1766.48,
2012-13,5,STRUCTURED OPEN SPACE,Murwillumbah,05.16.00.91400,,A3031.0793,1/7/2012-31/12/2012,855,25000,
2012-13,5,OPEN SPACE,Skate Park CCTV,05.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,110,
2012-13,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,4038.44,
2012-13,5,OPEN SPACE,Faulks Park,05.16.00.91400,,A3031.0793,1/1/2013-30/6/2013,,26962,
2012-13,5,OPEN SPACE,Razorback,05.15.00.91400,,A3031.0793,1/1/2013-30/6/2013,,10680.8,
2012-13,5,OPEN SPACE,Knox Park Netball Clubhouse,05.15.00.91400,,A3031.0793,1/1/2013-30/6/2013,,58828,
2012-13,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/7/2012-31/12/2012,855,4607,
2012-13,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/1/2013-30/6/2013,,1966,
2012-13,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/7/2012-31/12/2012,855,90000,
2012-13,7,KINGSCLIFF DRAINAGE,Advertising,07.01.00.91400,,A4750.0793,1/1/2013-30/6/2013,,1896.87,
2012-13,10,COBAKI LAKES,,09.14.00.91400,,A1450.0793,1/1/2013-30/6/2013,,216,
2012-13,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2013-30/6/2013,,56696,
2012-13,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/7/2012-31/12/2012,855,483.52,
2012-13,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/1/2013-30/6/2013,,-9.52,
2012-13,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2013-30/6/2013,,405218,
2012-13,18,Council Tech. Facilities,Depot Loans 50%,18.13.00.91400,,A2237.0793,1/1/2013-30/6/2013,,27843,
2012-13,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/7/2012-31/12/2012,,107312.38,
2012-13,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/2013-30/6/2013,,56507.72,
2012-13,22,SHIREWIDE CYCLEWAYS,Coastline cycleway 50%,22.07.00.91400,,A4844.0794,1/7/2012-31/12/2012,855,115976,
2012-13,22,SHIREWIDE CYCLEWAYS,Kennedy Drive cycleway,22.07.00.91400,,A4844.0793,1/1/2013-30/6/2013,,50131,
2012-13,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2013-30/6/2013,,46827,
2012-13,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2013-30/6/2013,,459.71,
2012-13,23,CP23 Car Park,Kingscliff,23.04.00.91400,,A5616.0793,1/1/2013-30/6/2013,,900,
2012-13,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2013-30/6/2013,,583246,
2012-13,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2013-30/6/2013,,317489,
2012-13,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,,A3225.0793,1/7/2012-31/12/2012,846,-2460379.95,A1527 $1m max. recouped 2010/11
2012-13,26,Shirewide Open Space,Arkinstall Park Masterplan Stage 2,26.15.00.91400,,A5307.0001,1/1/2013-30/6/2013,,12889,
2012-13,26,Shirewide Open Space,Advertising,26.16.00.91400,,A2753.0767,1/7/2012-31/12/2012,846,2292802.47,
2013-14,1,DCP3 PASSIVE OPEN SPACE,St Josephs amentities,01.16.00.91400,,A3031.0793,1/7/2013-31/12/2013,,613.21,
2013-14,1,DCP3 PASSIVE OPEN SPACE,Open space/recreation strategy,01.15.00.91400,,A3031.0793,1/7/2013-31/12/2013,,6178.83,A3125 Refer CP5
2013-14,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,03.06.00.91400,,A2456.0793,1/7/2013-31/12/2013,,3420.56,
2013-14,4,TRCP,Western Boundary Billabong Caravan Park,04.02.00.91400,,A4002.0793,1/1/2014-30/6/2014,,53390,
2013-14,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/7/2013-31/12/2013,,182,
2013-14,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2014-30/6/2014,,130,
2013-14,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2013-31/12/2013,,2055675,A5236 $2.85M RMS Grant received after first recoupment
2013-14,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2014-30/6/2014,,2655015.9,A5236 $2.85M RMS Grant received after first recoupment
2013-14,5,STRUCTURED OPEN SPACE,Sportfields,05.16.02.91400,,A3031.0793,1/1/2014-30/6/2014,,10949,
2013-14,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/7/2013-31/12/2013,,10542.35,
2013-14,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/1/2014-30/6/2014,,1860.03,
2013-14,5,OPEN SPACE,Faulks Park,05.16.00.91400,,A3031.0793,1/1/2014-30/6/2014,,50000,A3112 Part funded
2013-14,5,OPEN SPACE,Open space/recreation strategy,05.15.00.91400,,A3031.0793,1/7/2013-31/12/2013,,7254.82,A3125 Refer CP1
2013-14,5,OPEN SPACE,Open space/recreation strategy,05.15.00.91400,,A3031.0793,1/1/2014-30/6/2014,,8077.16,A3125 Refer CP1
2013-14,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/1/2014-30/6/2014,,11149.57,
2013-14,5,CASUAL OPEN SPACE,Murwillumbah Cricket Club,05.16.02.91400,,A3031.0793,1/1/2014-30/6/2014,,23673.65,
2013-14,5,OPEN SPACE,Knox Park Netball Clubhouse,05.15.00.91400,,A3031.0793,1/7/2013-31/12/2013,,48613.35,
2013-14,5,OPEN SPACE,Tweed Link,05.16.03.91400,,A3031.0793,1/1/2014-30/6/2014,,326.7,
2013-14,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/1/2014-30/6/2014,,3575,
2013-14,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/7/2013-31/12/2013,,991.49,
2013-14,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/2014-30/6/2014,,1247.33,
2013-14,11,LIBRARIES,Design Section Wages,11.06.00.91400,,A2346.0793,1/1/2014-30/6/2014,,3430.49,
2013-14,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2014-30/6/2014,,56696,
2013-14,12,Bus Shelters,,12.10.00.91400,,A5634.0793,1/7/2013-31/12/2013,,5811.5,
2013-14,12,Bus Shelters,,12.10.00.91400,,A5634.0793,1/1/2014-30/6/2014,,19188.5,
2013-14,15,COMMUNITY FACILITIES NTH,Design Section Wages,15.06.01.91400,,A2454.0793.91400,1/1/2014-30/6/2014,,2093.01,
2013-14,15,COMMUNITY FACILITIES STH,Pottsville Beach Community Centre,15.06.02.91400,,A2454.0973.91400,1/1/2014-30/6/2014,,25118.38,
2013-14,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/1/2014-30/6/2014,,342.19,
2013-14,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/1/2014-30/6/2014,,208,
2013-14,16,Emergency Facilities,Cabarita SLSC,16.06.02.91400,,A2065.0793,1/1/2014-30/6/2014,,379.54,
2013-14,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,,A2065.0793,1/1/2014-30/6/2014,,936,
2013-14,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2014-30/6/2014,,405218,
2013-14,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2014-30/6/2014,,28003,
2013-14,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/2014-30/6/2014,,-136469.12,A3206 Rvsl JNL
2013-14,22,SHIREWIDE CYCLEWAYS,Cycleway program,22.07.00.91400,,A4844.0793,1/1/2014-30/6/2014,,750.13,
2013-14,22,SHIREWIDE CYCLEWAYS,Cudgen Creek boardwalk,22.07.00.91400,,A4844.0793,1/7/2013-31/12/2013,,16967.13,A4851 Expenditure from Grant Funds First
2013-14,22,SHIREWIDE CYCLEWAYS,Cudgen Creek boardwalk,22.07.00.91400,,A4844.0793,1/1/2014-30/6/2014,,-7393.13,A4851 Expenditure from Grant Funds First
2013-14,22,SHIREWIDE CYCLEWAYS,Kennedy Drive cycleway,22.07.00.91400,,A4844.0793,1/1/2014-30/6/2014,,74655.57,
2013-14,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2014-30/6/2014,,14503.69,
2013-14,23,CP23 Car Park,Tweed Heads Bay Street Car Park,23.04.02.31400,,A5616.0793,1/1/2014-30/6/2014,,55509.5,
2013-14,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2014-30/6/2014,,46827,
2013-14,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,317489,
2013-14,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,4.78,A1527 $1m max. recouped 2010/11
2013-14,26,Shirewide Open Space,Arkinstall Park - Netball Court,26.16.00.91400,,A3225.0793,1/1/2014-30/6/2014,,2096,A3110
2013-14,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,,A3225.0793,1/7/2013-31/12/2013,,13413.84,
2013-14,26,Shirewide Open Space,Contribution to open space,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,8096.97,
2013-14,26,Shirewide Open Space,Arkinstall Park - parking,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,405123,
2013-14,26,Shirewide Open Space,Arkinstall Park - Netball Clubhouse,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,212358,
2013-14,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,16510,
2013-14,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,420263,
2013-14,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/1/2014-30/6/2014,,52396,
2013-14,26,Shirewide Open Space,South Tweed Sportsfileds project management,26.15.00.91400,,A5307.0001,1/1/2014-30/6/2014,,32845,
2013-14,26,Shirewide Open Space,Arkinstall Park Masterplan Stage 2,26.15.00.91400,,A5307.0001,1/1/2014-30/6/2014,,2061,
2013-14,26,Shirewide Open Space,South Tweed Sportfields project management,26.15.00.91400,,A5307.0001,1/1/2014-30/6/2014,,13857.14,
2013-14,26,Shirewide Open Space,Arkinstall park feasibility study stage 2,26.16.00.91400,,A2753.0767,1/1/2014-30/6/2014,,39072.11,
2014-15,1,DCP3 PASSIVE OPEN SPACE,Open space/recreation strategy,01.15.00.91400,,A3031.0793,1/7/2014-31/3/2015,,6852.94,A3125 Refer CP5
2014-15,4,TRCP,Murwillumbah Netball Facility stage 1,04.02.00.91400,,A4002.0793,1/7/2014-31/3/2015,,52216.18,
2014-15,4,TRCP,Murwillumbah Netball Facility stage 1,04.02.00.91400,,A4002.0793,1/1/2015-30/6/2015,,-52216.18,
2014-15,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/7/2014-31/3/2015,,208,
2014-15,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2015-30/6/2015,,104,
2014-15,4,TRCP,Leda Developments Challenge TRCPv6,04.02.00.91400,,A4002.0793,1/7/2014-31/3/2015,,9168.81,
2014-15,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2014-31/3/2015,,240645.6,A5236 $2.85M RMS Grant received after first recoupment
2014-15,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2015-30/6/2015,,-127269.6,A5236 $2.85M RMS Grant received after first recoupment
2014-15,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/7/2014-31/3/2015,,21533.18,
2014-15,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/1/2015-30/6/2015,,19519.82,
2014-15,5,STRUCTURED OPEN SPACE,Sportfields,05.16.02.91400,,A3031.0793,1/7/2014-31/3/2015,,8639.73,
2014-15,5,OPEN SPACE,Fencing,05.16.00.91400,,A3031.0793,1/7/2014-31/3/2015,,32489.26,
2014-15,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/7/2014-31/3/2015,,217797.83,
2014-15,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/1/2015-30/6/2015,,29783.17,
2014-15,5,OPEN SPACE,Faulks Park,05.16.00.91400,,A3031.0793,1/7/2014-31/3/2015,,9648.86,
2014-15,5,OPEN SPACE,Faulks Park,05.16.00.91400,,A3031.0793,1/1/2015-30/6/2015,,406.14,
2014-15,5,OPEN SPACE,General,05.16.00.91400,,A3031.0793,1/1/2015-30/6/2015,,6853,
2014-15,5,OPEN SPACE,Arkisntall Park Stage 2,05.16.00.91400,,A3031.0793,1/1/2015-30/6/2015,,17343,
2014-15,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/7/2014-31/3/2015,,15638.75,
2014-15,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/1/2015-30/6/2015,,5929.25,
2014-15,5,CASUAL OPEN SPACE,Murwillumbah Cricket Club,05.16.02.91400,,A3031.0793,1/7/2014-31/3/2015,,24386.81,
2014-15,5,OPEN SPACE,Knox Park Netball Clubhouse,05.15.00.91400,,A3031.0793,1/7/2014-31/3/2015,,52216.18,
2014-15,5,OPEN SPACE,Knox Park Netball Clubhouse,05.15.00.91400,,A3031.0793,1/1/2015-30/6/2015,,-22997.18,
2014-15,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/7/2014-31/3/2015,,833.34,
2014-15,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/2015-30/6/2015,,2029.66,
2014-15,7,KINGSCLIFF DRAINAGE,Advertising,07.01.00.91400,,A4750.0793,1/7/2014-31/3/2015,,3440.49,
2014-15,7,KINGSCLIFF DRAINAGE,Advertising,07.01.00.91400,,A4750.0793,1/1/2015-30/6/2015,,-3440.49,
2014-15,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/2015-30/6/2015,,1903.62,
2014-15,11,LIBRARIES,Design Section Wages,11.06.00.91400,,A2346.0793,1/7/2014-31/3/2015,,3149.52,
2014-15,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2015-30/6/2015,,56696,A2295 Part Loan
2014-15,12,Bus Shelters,,12.10.00.91400,,A5634.0793,1/7/2014-31/3/2015,,115.82,
2014-15,15,COMMUNITY FACILITIES NTH,Design Section Wages,15.06.01.91400,,A2454.0793.91400,1/7/2014-31/3/2015,,1910.39,
2014-15,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/7/2014-31/3/2015,,965.01,
2014-15,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/7/2014-31/3/2015,,3098.18,
2014-15,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/7/2014-31/3/2015,,10832.39,
2014-15,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/7/2014-31/3/2015,,55800.62,
2014-15,23,CP23 Car Park,Tweed Heads Bay Street Car Park,23.04.02.31400,,A5616.0793,1/7/2014-31/3/2015,,334.16,
2014-15,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/7/2014-31/3/2015,,10055.59,
2014-15,None,Public Reserves Open Space,Public Reserves CP,92.15.00.91400,,A5657.0793,1/7/2014-31/3/2015,,6852.94,
2015-16,4,TRCP,Pottsville Road - Coronation Ave,04.02.00.91400,,A4002.0793,1/1/16-30/6/2016,,174912.21,"S94 Budget $452,000"
2015-16,4,TRCP,Blackspot Program - Clothiers Creek Road/Condor Place,04.02.00.91400,,A4002.0793,1/1/16-30/6/2016,,92225,"S94 Budget $92,225"
2015-16,4,TRCP,Blackspot Program - Gollan Drive/Lakes Drive Roundabout,04.02.00.91400,,A4002.0793,1/1/16-30/6/2016,,85190,"S94 Budget $85,190"
2015-16,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/7/2015-31/3/2016,1162,337814.59,"Budget - $240,462 No funding source; A5236 $2.85M RMS Grant received after first recoupment"
2015-16,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/16-30/6/2016,,-337814.59,"Budget - $240,462 No funding source; A5236 $2.85M RMS Grant received after first recoupment"
2015-16,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/7/2015-31/3/2016,1162,6498.74,"Budget - $11,097 No funding source"
2015-16,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/1/16-30/6/2016,,-6498.74,"Budget - $11,097 No funding source"
2015-16,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/7/2015-31/3/2016,1162,14432.89,"Actual Exp $34,167 No budget"
2015-16,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/1/16-30/6/2016,,19733.95,"Actual Exp $34,167 No budget"
2015-16,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/7/2015-31/3/2016,1162,664.11,"S94 Budget $27,319"
2015-16,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/1/16-30/6/2016,,2960,"S94 Budget $27,319"
2015-16,5,OPEN SPACE,Open Space Strategy,05.16.00.91400,,A3031.0793,1/7/2015-31/3/2016,1162,60042.85,"Actual $61,541 Budget - $122,000 Funding source S94"
2015-16,5,OPEN SPACE,Open Space Strategy,05.16.00.91400,,A3031.0793,1/1/16-30/6/2016,,-39119.27,"Actual $61,541 Budget - $122,000 Funding source S94"
2015-16,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/7/2015-31/3/2016,1162,13211.49,"Budget - $19,763 Funding source general revenue"
2015-16,5,OPEN SPACE,Cabarita Sports Centre/Les Burger Field,05.16.00.91400,,A3031.0793,1/1/16-30/6/2016,,-13211.49,"Budget - $19,763 Funding source general revenue"
2015-16,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,4270.3,"Budget - $50,000 Funding source S94"
2015-16,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,,A3225.0793,1/1/16-30/6/2016,,-4270.3,"Budget - $50,000 Funding source S94"
