Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Other,2020,2020-06-09T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1932.37,1932.37,0,DA17/0141,two lot subdivision and alterations and additions to existing house,two lot subdivision and alterations and additions to existin,2,2017-06-15T09:46:43,2017,CUDGEN,Approved,Council,FALSE,,Shirewide,735640,735640,1932.37,1932.37
Other,2022,2022-06-15T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,22143.92,22143.92,0,DA18/0558,residential flat building comprising 15 units (12 x 2 bedroom units and 3 x 3 bedroom units),residential flat building comprising 15 units (12 x 2 bedroo,1,2018-12-14T13:46:09,2018,TWEED HEADS SOUTH,Approved,Council,FALSE,,Shirewide,784964,784964,22143.92,22143.92
Other,2022,2022-06-15T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,1367,1367,0,DA18/0558,residential flat building comprising 15 units (12 x 2 bedroom units and 3 x 3 bedroom units),residential flat building comprising 15 units (12 x 2 bedroo,1,2018-12-14T13:46:09,2018,TWEED HEADS SOUTH,Approved,Council,FALSE,,ResDevt13,784964,784964,1367,1367
Other,2022,2022-06-15T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,719,719,0,DA18/0558,residential flat building comprising 15 units (12 x 2 bedroom units and 3 x 3 bedroom units),residential flat building comprising 15 units (12 x 2 bedroo,1,2018-12-14T13:46:09,2018,TWEED HEADS SOUTH,Approved,Council,FALSE,,Over10ET,784964,784964,719,719
Other,2020,2020-02-10T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,11895.08,11895.08,0,DA18/1050,10 camping sites,10 camping sites,1,2019-12-02T15:00:44,2019,TWEED HEADS SOUTH,Approved,Council,FALSE,,Shirewide,800596,800596,11895.08,11895.08
Other,2018,2018-08-29T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,66,66,0,DA17/0817,"demolition of existing dwelling, proposed development and strata subdivision of dual occupancy and swimming pool","demolition of existing dwelling, proposed development and st",1,2018-06-14T12:31:05,2018,POTTSVILLE,Approved,Council,FALSE,,Over10ET,761199,761199,66,66
Other,2018,2018-08-29T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,127,127,0,DA17/0817,"demolition of existing dwelling, proposed development and strata subdivision of dual occupancy and swimming pool","demolition of existing dwelling, proposed development and st",1,2018-06-14T12:31:05,2018,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,761199,761199,127,127
Other,2018,2018-08-29T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1935.62,1935.62,0,DA17/0817,"demolition of existing dwelling, proposed development and strata subdivision of dual occupancy and swimming pool","demolition of existing dwelling, proposed development and st",1,2018-06-14T12:31:05,2018,POTTSVILLE,Approved,Council,FALSE,,Shirewide,761199,761199,1935.62,1935.62
Other,2017,2017-03-16T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,50,50,0,DA16/0755,dual occupancy with swimming pools,dual occupancy with swimming pools,2,2017-03-08T09:54:29,2017,POTTSVILLE,Approved,Council,FALSE,,Over10ET,719674,719674,50,50
Other,2017,2017-03-16T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,94,94,0,DA16/0755,dual occupancy with swimming pools,dual occupancy with swimming pools,2,2017-03-08T09:54:29,2017,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,719674,719674,94,94
Other,2017,2017-03-16T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1432.18,1432.18,0,DA16/0755,dual occupancy with swimming pools,dual occupancy with swimming pools,2,2017-03-08T09:54:29,2017,POTTSVILLE,Approved,Council,FALSE,,Shirewide,719674,719674,1432.18,1432.18
Other,2017,2017-09-20T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,36,36,0,DA16/0764,alterations and additions to existing dual occupancy development to create multi-dwelling housing (comprised three (3) dwellings) and associated works,alterations and additions to existing dual occupancy develop,1,2017-04-05T10:38:38,2017,POTTSVILLE,Approved,Council,FALSE,,Over10ET,719968,719968,36,36
Other,2017,2017-09-20T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,68,68,0,DA16/0764,alterations and additions to existing dual occupancy development to create multi-dwelling housing (comprised three (3) dwellings) and associated works,alterations and additions to existing dual occupancy develop,1,2017-04-05T10:38:38,2017,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,719968,719968,68,68
Other,2017,2017-09-20T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1034.35,1034.35,0,DA16/0764,alterations and additions to existing dual occupancy development to create multi-dwelling housing (comprised three (3) dwellings) and associated works,alterations and additions to existing dual occupancy develop,1,2017-04-05T10:38:38,2017,POTTSVILLE,Approved,Council,FALSE,,Shirewide,719968,719968,1034.35,1034.35
Other,2018,2018-07-10T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,2323,2323,0,DA16/0645,52 unit residential flat building including basement parking and swimming pool,52 unit residential flat building including basement parking,1,2017-06-02T08:33:51,2017,TWEED HEADS,Approved,Council,FALSE,,Over10ET,714418,714418,2323,2323
Other,2018,2018-07-10T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,4455,4455,0,DA16/0645,52 unit residential flat building including basement parking and swimming pool,52 unit residential flat building including basement parking,1,2017-06-02T08:33:51,2017,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,714418,714418,4455,4455
Other,2018,2018-07-10T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,72175.62,72175.62,0,DA16/0645,52 unit residential flat building including basement parking and swimming pool,52 unit residential flat building including basement parking,1,2017-06-02T08:33:51,2017,TWEED HEADS,Approved,Council,FALSE,,Shirewide,714418,714418,72175.62,72175.62
Other,2016,2016-10-05T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,58,58,0,DA16/0015,dual occupancy (detached) and 2 lot strata subdivision,dual occupancy (detached) and 2 lot strata subdivision,2,2016-04-15T14:27:18,2016,MURWILLUMBAH,Approved,Council,FALSE,,Over10ET,687965,687965,58,58
Other,2016,2016-10-05T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,109,109,0,DA16/0015,dual occupancy (detached) and 2 lot strata subdivision,dual occupancy (detached) and 2 lot strata subdivision,2,2016-04-15T14:27:18,2016,MURWILLUMBAH,Approved,Council,FALSE,,ResDevt13,687965,687965,109,109
Other,2016,2016-10-05T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1652.58,1652.58,0,DA16/0015,dual occupancy (detached) and 2 lot strata subdivision,dual occupancy (detached) and 2 lot strata subdivision,2,2016-04-15T14:27:18,2016,MURWILLUMBAH,Approved,Council,FALSE,,Shirewide,687965,687965,1652.58,1652.58
Other,2020,2020-06-25T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,53.25,53.25,0,DA18/0141,two lot subdivision,two lot subdivision,2,2018-05-31T12:25:06,2018,TERRANORA,Approved,Council,FALSE,,Over10ET,770191,770191,53.25,53.25
Other,2020,2020-06-25T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,99.4,99.4,0,DA18/0141,two lot subdivision,two lot subdivision,2,2018-05-31T12:25:06,2018,TERRANORA,Approved,Council,FALSE,,ResDevt13,770191,770191,99.4,99.4
Other,2020,2020-06-25T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1559.07,1559.07,0,DA18/0141,two lot subdivision,two lot subdivision,2,2018-05-31T12:25:06,2018,TERRANORA,Approved,Council,FALSE,,Shirewide,770191,770191,1559.07,1559.07
Other,2021,2021-12-10T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,228,228,0,DA19/0101,four townhouses,four townhouses,4,2019-11-08T15:15:37,2019,TWEED HEADS,Approved,Council,FALSE,,Over10ET,805112,805112,228,228
Other,2021,2021-12-10T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,429,429,0,DA19/0101,four townhouses,four townhouses,4,2019-11-08T15:15:37,2019,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,805112,805112,429,429
Other,2021,2021-12-10T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,6756.33,6756.33,0,DA19/0101,four townhouses,four townhouses,4,2019-11-08T15:15:37,2019,TWEED HEADS,Approved,Council,FALSE,,Shirewide,805112,805112,6756.33,6756.33
Other,2022,2022-10-28T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,57,57,0,CDC22/0067,"Private Certifier CDC - dual occupancy, attached garages and retaining walls","Private Certifier CDC - dual occupancy, attached garages and",,2022-06-21T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,Over10ET,940346,940346,57,57
Other,2022,2022-10-28T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,107,107,0,CDC22/0067,"Private Certifier CDC - dual occupancy, attached garages and retaining walls","Private Certifier CDC - dual occupancy, attached garages and",,2022-06-21T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,940346,940346,107,107
Other,2022,2022-10-28T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1689.08,1689.08,0,CDC22/0067,"Private Certifier CDC - dual occupancy, attached garages and retaining walls","Private Certifier CDC - dual occupancy, attached garages and",,2022-06-21T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,Shirewide,940346,940346,1689.08,1689.08
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,76,76,0,CDC22/0113,New Construction of Dual Occupancy (Class 1a) & New Construction of Attached Garages & New Construction of Retaining Walls,New Construction of Dual Occupancy (Class 1a) & New Construc,,2022-09-27T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,Over10ET,947714,947714,76,76
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,143,143,0,CDC22/0113,New Construction of Dual Occupancy (Class 1a) & New Construction of Attached Garages & New Construction of Retaining Walls,New Construction of Dual Occupancy (Class 1a) & New Construc,,2022-09-27T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,947714,947714,143,143
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,2252.11,2252.11,0,CDC22/0113,New Construction of Dual Occupancy (Class 1a) & New Construction of Attached Garages & New Construction of Retaining Walls,New Construction of Dual Occupancy (Class 1a) & New Construc,,2022-09-27T00:00:00,2022,TWEED HEADS,Approved,Council,FALSE,,Shirewide,947714,947714,2252.11,2252.11
Other,2021,2021-03-25T00:00:00,Payment,BPoint,S94-12,S94-12 - Bus Shelters,13,13,0,DA20/0621,"conversion of garage into bedroom, walk in robe and laundry (unit 2)","conversion of garage into bedroom, walk in robe and laundry ",1,2021-02-19T15:28:28.45,2021,KINGSCLIFF,Approved,Council,FALSE,,Over10ET,863301,863301,13,13
Other,2021,2021-03-25T00:00:00,Payment,BPoint,S94-13,S94-13 - Eviron Cemetery,24,24,0,DA20/0621,"conversion of garage into bedroom, walk in robe and laundry (unit 2)","conversion of garage into bedroom, walk in robe and laundry ",1,2021-02-19T15:28:28.45,2021,KINGSCLIFF,Approved,Council,FALSE,,ResDevt13,863301,863301,24,24
Other,2021,2021-03-25T00:00:00,Payment,BPoint,S94-18,S94-18 - Council Admin/Support Facilities,375.43,375.43,0,DA20/0621,"conversion of garage into bedroom, walk in robe and laundry (unit 2)","conversion of garage into bedroom, walk in robe and laundry ",1,2021-02-19T15:28:28.45,2021,KINGSCLIFF,Approved,Council,FALSE,,Shirewide,863301,863301,375.43,375.43
Other,2019,2019-11-15T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,931,931,0,DA17/0799,residential flat building in two stages (Stage 1: demolition of existing structures; Stage 2: residential flat building),residential flat building in two stages (Stage 1: demolition,1,2018-06-19T13:57:50,2018,TWEED HEADS,Approved,Council,FALSE,,Over10ET,760446,760446,820,931
Other,2019,2019-11-15T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,1738,1738,0,DA17/0799,residential flat building in two stages (Stage 1: demolition of existing structures; Stage 2: residential flat building),residential flat building in two stages (Stage 1: demolition,1,2018-06-19T13:57:50,2018,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,760446,760446,1577,1738
Other,2019,2019-11-15T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,27265.58,27265.58,0,DA17/0799,residential flat building in two stages (Stage 1: demolition of existing structures; Stage 2: residential flat building),residential flat building in two stages (Stage 1: demolition,1,2018-06-19T13:57:50,2018,TWEED HEADS,Approved,Council,FALSE,,Shirewide,760446,760446,24034.01,27265.58
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,652,652,0,DA20/0271,"residential flat building comprising 12 x 2 bedroom units and 2 x 1 bedroom plus study units, demolition and removal of one tree",residential flat building comprising 12 x 2 bedroom units an,14,2020-11-19T15:20:44.95,2020,TWEED HEADS,Approved,Council,FALSE,,Over10ET,851964,851964,652,652
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,1227,1227,0,DA20/0271,"residential flat building comprising 12 x 2 bedroom units and 2 x 1 bedroom plus study units, demolition and removal of one tree",residential flat building comprising 12 x 2 bedroom units an,14,2020-11-19T15:20:44.95,2020,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,851964,851964,1227,1227
Other,2022,2022-10-18T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,19330.61,19330.61,0,DA20/0271,"residential flat building comprising 12 x 2 bedroom units and 2 x 1 bedroom plus study units, demolition and removal of one tree",residential flat building comprising 12 x 2 bedroom units an,14,2020-11-19T15:20:44.95,2020,TWEED HEADS,Approved,Council,FALSE,,Shirewide,851964,851964,19330.61,19330.61
Other,2020,2020-07-29T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,319,319,0,DA19/0031,multi dwelling housing comprising six town houses,multi dwelling housing comprising six town houses,6,2019-12-13T10:22:06,2019,TWEED HEADS WEST,Approved,Council,FALSE,,Over10ET,801487,801487,319,319
Other,2020,2020-07-29T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,595,595,0,DA19/0031,multi dwelling housing comprising six town houses,multi dwelling housing comprising six town houses,6,2019-12-13T10:22:06,2019,TWEED HEADS WEST,Approved,Council,FALSE,,ResDevt13,801487,801487,595,595
Other,2020,2020-07-29T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,9332.49,9332.49,0,DA19/0031,multi dwelling housing comprising six town houses,multi dwelling housing comprising six town houses,6,2019-12-13T10:22:06,2019,TWEED HEADS WEST,Approved,Council,FALSE,,Shirewide,801487,801487,9332.49,9332.49
Other,2017,2017-01-24T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,251,251,0,DA16/0450,multi dwelling housing (six townhouses) and associated earthworks,multi dwelling housing (six townhouses) and associated earth,6,2016-12-05T08:34:24,2016,TWEED HEADS,Approved,Council,FALSE,,Over10ET,705797,705797,251,251
Other,2017,2017-01-24T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,469,469,0,DA16/0450,multi dwelling housing (six townhouses) and associated earthworks,multi dwelling housing (six townhouses) and associated earth,6,2016-12-05T08:34:24,2016,TWEED HEADS,Approved,Council,FALSE,,ResDevt13,705797,705797,469,469
Other,2017,2017-01-24T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,7160.89,7160.89,0,DA16/0450,multi dwelling housing (six townhouses) and associated earthworks,multi dwelling housing (six townhouses) and associated earth,6,2016-12-05T08:34:24,2016,TWEED HEADS,Approved,Council,FALSE,,Shirewide,705797,705797,7160.89,7160.89
Other,2018,2018-02-22T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,50,50,0,DA17/0417,construction of a dwelling to create detached dual occupancy,construction of a dwelling to create detached dual occupancy,1,2017-10-30T10:34:35,2017,KINGSCLIFF,Approved,Council,FALSE,,Over10ET,746403,746403,50,50
Other,2018,2018-02-22T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,95,95,0,DA17/0417,construction of a dwelling to create detached dual occupancy,construction of a dwelling to create detached dual occupancy,1,2017-10-30T10:34:35,2017,KINGSCLIFF,Approved,Council,FALSE,,ResDevt13,746403,746403,95,95
Other,2018,2018-02-22T00:00:00,Payment,Receipt,S94-18,S94-18 - Council Admin/Support Facilities,1451.72,1451.72,0,DA17/0417,construction of a dwelling to create detached dual occupancy,construction of a dwelling to create detached dual occupancy,1,2017-10-30T10:34:35,2017,KINGSCLIFF,Approved,Council,FALSE,,Shirewide,746403,746403,1451.72,1451.72
Other,2020,2020-05-20T00:00:00,Payment,Receipt,S94-12,S94-12 - Bus Shelters,188,188,0,DA18/0470,"demolition of existing building on site, excavation to establish garage and vehicle manoeuvring area and erection of multi-dwelling housing comprising four townhouses","demolition of existing building on site, excavation to estab",1,2018-10-30T10:09:17,2018,KINGSCLIFF,Approved,Council,FALSE,,Over10ET,781501,781501,188,188
Other,2020,2020-05-20T00:00:00,Payment,Receipt,S94-13,S94-13 - Eviron Cemetery,350,350,0,DA18/0470,"demolition of existing building on site, excavation to establish garage and vehicle manoeuvring area and erection of multi-dwelling housing comprising four townhouses","demolition of existing building on site, excavation to estab",1,2018-10-30T10:09:17,2018,KINGSCLIFF,Approved,Council,FALSE,,ResDevt13,781501,781501,350,350
